,Gender,Age,Education,EducationField,JobRole,YearsAtCompany,BusinessTravel,Department,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHQ,State,AgeWhenHired,MaritalStatus,PercentSalaryHike,StockOptionLevel,MonthlyIncome,Compensation
660,M,42.0,Bachelors,Medical,Laboratory Technician,1.0,Travel_Rarely,Operations,High,Medium,Junior Associate,Medium,4.0,No,Excellent,Medium,4.0,3.0,3.0,0.0,0.0,0.0,12.5997,NY,23.0,Married,14.0,Full Option Plan,4841.0,High
661,F,37.0,Bachelors,Medical,Research Scientist,10.0,Travel_Rarely,Research & Development,Low,High,Associate,Very High,1.0,No,Excellent,Low,10.0,2.0,3.0,8.0,3.0,7.0,8.3233,NY,37.0,Married,17.0,No Option Plan,4285.0,High
662,M,29.0,Below College,Other,Healthcare Representative,7.0,Travel_Rarely,Research & Development,High,Low,Associate,Low,3.0,No,Excellent,High,9.0,3.0,3.0,7.0,0.0,7.0,10.5788,NY,49.0,Married,13.0,Full Option Plan,9715.0,Low
663,M,33.0,Bachelors,Life Sciences,Manufacturing Director,5.0,Travel_Rarely,Research & Development,Very High,Medium,Associate,Medium,1.0,No,Excellent,Very High,5.0,2.0,3.0,3.0,0.0,2.0,10.6122,NY,22.0,Single,13.0,No Option Plan,4320.0,High
664,F,45.0,Bachelors,Technical Degree,Research Scientist,5.0,Travel_Rarely,Research & Development,Very High,High,Junior Associate,Very High,4.0,No,Outstanding,Very High,8.0,3.0,3.0,4.0,0.0,3.0,16.4479,NJ,33.0,Married,20.0,Full Option Plan,2132.0,High
665,F,42.0,Bachelors,Life Sciences,Healthcare Representative,20.0,Travel_Frequently,Research & Development,Very High,High,Manager,Very High,2.0,Yes,Excellent,High,24.0,3.0,1.0,8.0,13.0,9.0,18.1115,NJ,35.0,Married,14.0,Full Option Plan,10124.0,Low
666,M,33.0,Masters,Life Sciences,Laboratory Technician,15.0,Travel_Rarely,Research & Development,Medium,High,Associate,High,1.0,Yes,Excellent,Medium,15.0,3.0,3.0,14.0,5.0,7.0,15.6756,NJ,34.0,Married,12.0,Full Option Plan,5207.0,High
667,M,24.0,Some College,Technical Degree,Laboratory Technician,1.0,Travel_Rarely,Finance,High,Medium,Junior Associate,Low,0.0,No,Excellent,Medium,2.0,3.0,3.0,1.0,0.0,0.0,7.6918,NJ,46.0,Divorced,14.0,Small Option Plan,2296.0,High
668,M,40.0,Some College,Life Sciences,Healthcare Representative,2.0,Non-Travel,Finance,Very High,High,Associate,Very High,3.0,Yes,Excellent,High,8.0,2.0,3.0,2.0,2.0,2.0,9.5792,NJ,27.0,Divorced,18.0,No Option Plan,4069.0,High
669,M,45.0,Masters,Technical Degree,Healthcare Representative,10.0,Travel_Rarely,Finance,Low,High,Manager,Medium,1.0,No,Excellent,Low,10.0,4.0,3.0,8.0,7.0,7.0,4.6992,NY,39.0,Divorced,12.0,Small Option Plan,7441.0,Low
670,F,32.0,Some College,Life Sciences,Research Scientist,7.0,Travel_Rarely,Finance,Very High,Medium,Associate,Medium,3.0,No,Excellent,Low,12.0,2.0,3.0,1.0,2.0,5.0,12.0956,NY,45.0,Married,12.0,Full Option Plan,5878.0,High
671,F,29.0,Bachelors,Life Sciences,Research Scientist,1.0,Travel_Rarely,Finance,High,Very High,Junior Associate,High,6.0,No,Excellent,Low,5.0,2.0,2.0,0.0,0.0,0.0,12.545,NY,50.0,Married,18.0,Large Option Plan,2451.0,High
672,M,35.0,Bachelors,Medical,Laboratory Technician,3.0,Travel_Rarely,Research & Development,Very High,Medium,Junior Associate,Low,1.0,No,Excellent,Medium,3.0,3.0,3.0,0.0,1.0,2.0,18.9194,NJ,27.0,Single,19.0,No Option Plan,2450.0,High
673,M,32.0,Masters,Technical Degree,Research Scientist,6.0,Non-Travel,Research & Development,Very High,High,Associate,Low,4.0,No,Excellent,Medium,9.0,3.0,2.0,5.0,1.0,2.0,5.49,NJ,29.0,Married,14.0,Full Option Plan,4087.0,Low
674,M,48.0,Masters,Other,Research Scientist,8.0,Travel_Rarely,Research & Development,High,High,Junior Associate,Low,8.0,No,Excellent,Very High,10.0,3.0,2.0,2.0,7.0,6.0,10.6831,NY,35.0,Married,12.0,Full Option Plan,2367.0,High
675,F,34.0,Masters,Medical,Research Scientist,1.0,Travel_Rarely,Research & Development,Low,High,Junior Associate,Very High,1.0,No,Excellent,High,1.0,4.0,1.0,0.0,0.0,0.0,11.5275,NY,21.0,Single,13.0,No Option Plan,2972.0,High
676,M,34.0,Masters,Life Sciences,Research Scientist,2.0,Travel_Rarely,Research & Development,Medium,High,Associate,Very High,9.0,No,Excellent,Medium,9.0,3.0,2.0,2.0,2.0,1.0,10.58,NY,26.0,Married,17.0,Full Option Plan,5484.0,High
677,M,26.0,Bachelors,Life Sciences,Research Scientist,1.0,Travel_Rarely,Research & Development,Low,High,Junior Associate,Very High,1.0,No,Outstanding,Low,1.0,5.0,3.0,0.0,0.0,0.0,11.2181,NY,23.0,Married,21.0,No Option Plan,2061.0,Low
678,M,29.0,Below College,Medical,Laboratory Technician,10.0,Travel_Rarely,Research & Development,Medium,High,Junior Associate,Low,1.0,Yes,Excellent,Very High,10.0,3.0,3.0,9.0,1.0,5.0,5.9322,NY,19.0,Single,18.0,No Option Plan,4723.0,High
679,M,35.0,Masters,Medical,Healthcare Representative,5.0,Travel_Rarely,Research & Development,Low,High,Associate,High,3.0,Yes,Excellent,High,10.0,4.0,3.0,2.0,0.0,4.0,8.1934,NJ,37.0,Single,16.0,No Option Plan,6142.0,High
680,F,29.0,Below College,Life Sciences,Healthcare Representative,6.0,Travel_Frequently,Information Technology,Low,High,Associate,Very High,1.0,No,Excellent,Very High,6.0,0.0,4.0,4.0,1.0,3.0,7.5933,NY,33.0,Divorced,19.0,Full Option Plan,8853.0,High
681,M,23.0,Bachelors,Technical Degree,Research Scientist,2.0,Travel_Rarely,Information Technology,Very High,Very High,Junior Associate,High,2.0,No,Excellent,Very High,4.0,2.0,3.0,2.0,2.0,2.0,12.6066,NJ,49.0,Married,16.0,Full Option Plan,2073.0,High
682,M,36.0,Masters,Life Sciences,Laboratory Technician,3.0,Travel_Frequently,Information Technology,Low,Very High,Associate,Low,3.0,Yes,Excellent,Very High,9.0,3.0,3.0,2.0,0.0,2.0,13.8832,NJ,32.0,Married,13.0,Full Option Plan,5562.0,High
683,M,42.0,Some College,Other,Manager,1.0,Travel_Rarely,Information Technology,Very High,Medium,VP to C-Level,Very High,8.0,No,Outstanding,Very High,24.0,2.0,3.0,0.0,0.0,1.0,16.7178,NY,42.0,Single,22.0,No Option Plan,19613.0,Low
684,F,35.0,Bachelors,Life Sciences,Laboratory Technician,10.0,Travel_Rarely,Information Technology,Medium,Very High,Associate,High,1.0,No,Excellent,Very High,10.0,3.0,2.0,9.0,6.0,8.0,15.0962,NJ,22.0,Married,17.0,Large Option Plan,3407.0,Low
685,M,34.0,Masters,Technical Degree,Healthcare Representative,8.0,Travel_Frequently,Information Technology,Very High,Medium,Associate,High,1.0,No,Excellent,Medium,8.0,3.0,2.0,2.0,7.0,7.0,17.2561,NJ,47.0,Married,14.0,Full Option Plan,5063.0,Low
686,M,43.0,Bachelors,Technical Degree,Laboratory Technician,6.0,Travel_Rarely,Research & Development,Very High,Very High,Junior Associate,Medium,5.0,No,Excellent,High,8.0,0.0,3.0,4.0,0.0,2.0,5.1381,NY,44.0,Divorced,12.0,Full Option Plan,4876.0,High
687,M,35.0,Some College,Life Sciences,Laboratory Technician,1.0,Travel_Rarely,Research & Development,High,Medium,Junior Associate,Very High,1.0,No,Excellent,Very High,1.0,5.0,2.0,0.0,0.0,1.0,6.6971,NY,43.0,Married,18.0,Full Option Plan,2690.0,High
688,M,22.0,Some College,Other,Research Scientist,4.0,Non-Travel,Research & Development,Medium,Medium,Junior Associate,High,1.0,Yes,Excellent,Medium,4.0,2.0,2.0,2.0,1.0,3.0,7.5875,NJ,26.0,Married,14.0,No Option Plan,2814.0,Low
689,M,50.0,Doctorate,Medical,Healthcare Representative,30.0,Travel_Frequently,Research & Development,Medium,High,Executive,High,2.0,Yes,Excellent,High,32.0,3.0,3.0,8.0,12.0,13.0,10.4839,NY,47.0,Married,15.0,Full Option Plan,11245.0,High
690,F,32.0,Masters,Other,Research Scientist,3.0,Travel_Rarely,Research & Development,Medium,Very High,Junior Associate,Very High,3.0,No,Excellent,Very High,6.0,3.0,3.0,2.0,0.0,2.0,10.3339,NY,38.0,Married,17.0,Large Option Plan,3312.0,High
691,M,44.0,Bachelors,Medical,Research Director,22.0,Travel_Rarely,Research & Development,Medium,High,VP to C-Level,Very High,0.0,Yes,Excellent,Very High,23.0,4.0,2.0,7.0,1.0,10.0,16.0763,NJ,35.0,Divorced,14.0,Full Option Plan,19049.0,High
692,F,30.0,Bachelors,Medical,Research Scientist,6.0,Travel_Rarely,Research & Development,Medium,Medium,Junior Associate,Medium,1.0,No,Excellent,Medium,6.0,3.0,2.0,4.0,1.0,1.0,10.933,NY,21.0,Married,12.0,Full Option Plan,2141.0,High
693,M,45.0,Doctorate,Medical,Laboratory Technician,10.0,Travel_Rarely,Research & Development,High,Low,Associate,Low,1.0,Yes,Excellent,Low,10.0,3.0,3.0,7.0,1.0,4.0,10.3519,NY,43.0,Single,14.0,No Option Plan,5769.0,High
694,F,36.0,Masters,Life Sciences,Manufacturing Director,3.0,Travel_Rarely,Research & Development,High,High,Associate,High,9.0,Yes,Excellent,Medium,7.0,2.0,3.0,2.0,1.0,1.0,12.3188,NJ,36.0,Married,12.0,Large Option Plan,4663.0,Low
695,M,34.0,Masters,Life Sciences,Manufacturing Director,9.0,Travel_Frequently,Finance,High,Very High,Associate,Very High,1.0,No,Excellent,Low,9.0,3.0,3.0,7.0,7.0,2.0,7.3864,NY,20.0,Divorced,13.0,Full Option Plan,4724.0,High
696,M,49.0,Masters,Life Sciences,Laboratory Technician,9.0,Travel_Rarely,Finance,High,High,Junior Associate,Low,1.0,No,Excellent,Very High,10.0,3.0,2.0,6.0,1.0,4.0,10.9425,NY,36.0,Married,14.0,Full Option Plan,3211.0,High
697,M,39.0,Doctorate,Medical,Manufacturing Director,7.0,Travel_Rarely,Finance,Medium,High,Associate,Low,2.0,No,Excellent,Very High,10.0,3.0,3.0,7.0,7.0,7.0,5.2541,NY,33.0,Married,13.0,Small Option Plan,5377.0,High
698,F,27.0,Bachelors,Other,Laboratory Technician,7.0,Travel_Rarely,Finance,Very High,Medium,Junior Associate,Low,1.0,No,Excellent,Low,7.0,3.0,3.0,7.0,0.0,7.0,14.6652,NY,30.0,Divorced,11.0,Large Option Plan,4066.0,High
699,M,35.0,Doctorate,Life Sciences,Research Scientist,16.0,Travel_Rarely,Finance,Medium,Very High,Associate,Low,1.0,No,Excellent,Very High,16.0,2.0,3.0,15.0,1.0,10.0,8.9694,NJ,43.0,Married,11.0,No Option Plan,5208.0,High
700,F,28.0,Bachelors,Medical,Manufacturing Director,5.0,Travel_Rarely,Research & Development,Medium,Low,Associate,Low,0.0,No,Outstanding,Medium,6.0,5.0,2.0,3.0,0.0,0.0,8.0053,NY,29.0,Divorced,21.0,Full Option Plan,4877.0,High
701,M,21.0,Below College,Medical,Research Scientist,2.0,Travel_Rarely,Research & Development,High,High,Junior Associate,Very High,1.0,No,Excellent,High,3.0,2.0,3.0,2.0,2.0,2.0,10.0608,NY,34.0,Single,18.0,No Option Plan,3117.0,High
702,F,39.0,Some College,Medical,Laboratory Technician,10.0,Travel_Rarely,Research & Development,High,Medium,Associate,High,0.0,No,Excellent,Very High,11.0,3.0,3.0,8.0,0.0,7.0,36.2697,NJ,19.0,Divorced,15.0,Full Option Plan,3069.0,High
703,M,40.0,Bachelors,Life Sciences,Manufacturing Director,18.0,Travel_Rarely,Research & Development,Low,Medium,Manager,High,1.0,No,Excellent,Very High,18.0,2.0,3.0,15.0,14.0,12.0,32.8813,NJ,30.0,Married,13.0,Large Option Plan,10435.0,Low
704,F,35.0,Masters,Life Sciences,Healthcare Representative,14.0,Non-Travel,Research & Development,High,High,Associate,High,1.0,No,Excellent,Very High,15.0,5.0,3.0,11.0,2.0,9.0,33.3197,NJ,45.0,Married,12.0,Full Option Plan,4148.0,Low
705,F,37.0,Bachelors,Life Sciences,Manufacturing Director,4.0,Travel_Rarely,Research & Development,High,High,Associate,High,3.0,No,Excellent,Low,9.0,2.0,2.0,3.0,0.0,2.0,34.953,NJ,37.0,Married,17.0,Small Option Plan,5768.0,Low
706,M,39.0,Bachelors,Medical,Manufacturing Director,9.0,Travel_Frequently,Research & Development,Low,High,Associate,High,0.0,No,Excellent,Very High,10.0,2.0,1.0,2.0,3.0,8.0,12.2129,NY,29.0,Single,13.0,No Option Plan,5042.0,Low
707,F,45.0,Some College,Other,Manufacturing Director,10.0,Travel_Rarely,Research & Development,Very High,Medium,Associate,Very High,1.0,No,Excellent,Low,10.0,3.0,3.0,7.0,3.0,9.0,35.7768,NJ,36.0,Divorced,19.0,Large Option Plan,5770.0,Low
708,M,38.0,Some College,Medical,Manufacturing Director,5.0,Travel_Rarely,Research & Development,Very High,Medium,Manager,High,3.0,Yes,Excellent,Very High,10.0,6.0,4.0,4.0,0.0,2.0,35.8923,NJ,23.0,Married,19.0,Full Option Plan,7756.0,Low
709,M,37.0,Bachelors,Medical,Research Scientist,8.0,Travel_Rarely,Research & Development,Medium,High,Junior Associate,Medium,1.0,No,Excellent,Low,8.0,2.0,1.0,4.0,7.0,7.0,38.8912,NJ,26.0,Married,11.0,Full Option Plan,3936.0,Low
710,M,40.0,Bachelors,Life Sciences,Manufacturing Director,4.0,Travel_Rarely,Research & Development,High,High,Manager,Very High,6.0,Yes,Excellent,Very High,18.0,2.0,2.0,2.0,3.0,3.0,33.111,NJ,42.0,Single,15.0,No Option Plan,7945.0,High
711,F,48.0,Doctorate,Medical,Manager,2.0,Travel_Frequently,Research & Development,High,Medium,Executive,Very High,2.0,No,Outstanding,Medium,23.0,3.0,3.0,2.0,2.0,2.0,27.0228,NJ,36.0,Married,25.0,Full Option Plan,15202.0,Low
712,M,24.0,Below College,Technical Degree,Research Scientist,6.0,Travel_Frequently,Research & Development,Low,High,Junior Associate,Very High,1.0,Yes,Excellent,High,6.0,2.0,3.0,3.0,1.0,3.0,25.393,NJ,33.0,Single,13.0,No Option Plan,3760.0,Low
713,M,27.0,Bachelors,Medical,Research Scientist,3.0,Travel_Rarely,Research & Development,Medium,Very High,Junior Associate,High,7.0,No,Excellent,Low,5.0,0.0,3.0,2.0,0.0,2.0,19.6541,NY,19.0,Married,17.0,No Option Plan,3517.0,Low
714,F,27.0,Bachelors,Medical,Research Scientist,4.0,Travel_Frequently,Research & Development,Very High,High,Junior Associate,Very High,2.0,No,Excellent,High,6.0,0.0,2.0,2.0,1.0,2.0,23.4763,NJ,42.0,Single,13.0,No Option Plan,2580.0,High
715,M,36.0,Masters,Life Sciences,Healthcare Representative,3.0,Travel_Rarely,Research & Development,Medium,High,Manager,Low,4.0,No,Excellent,High,9.0,6.0,3.0,2.0,0.0,2.0,8.5908,NY,32.0,Married,12.0,Large Option Plan,8008.0,High
716,M,25.0,Below College,Life Sciences,Manufacturing Director,7.0,Travel_Frequently,Research & Development,Very High,Very High,Associate,High,1.0,No,Excellent,High,7.0,6.0,3.0,7.0,0.0,7.0,29.4855,NJ,36.0,Divorced,17.0,Large Option Plan,5206.0,High
717,M,39.0,Bachelors,Medical,Manufacturing Director,5.0,Travel_Rarely,Research & Development,Very High,High,Associate,Medium,4.0,No,Outstanding,High,7.0,3.0,3.0,4.0,1.0,0.0,14.6736,NY,49.0,Married,21.0,No Option Plan,5295.0,High
718,F,49.0,Masters,Other,Research Director,4.0,Travel_Rarely,Research & Development,Low,High,Executive,Medium,3.0,No,Excellent,Medium,27.0,2.0,3.0,2.0,1.0,2.0,20.692,NJ,42.0,Married,16.0,Large Option Plan,16413.0,Low
719,M,50.0,Doctorate,Life Sciences,Research Director,14.0,Travel_Rarely,Research & Development,Very High,Medium,Manager,Low,5.0,No,Excellent,High,19.0,3.0,3.0,11.0,1.0,11.0,32.3069,NJ,37.0,Divorced,15.0,Small Option Plan,13269.0,Low
720,M,34.0,Bachelors,Life Sciences,Research Scientist,11.0,Travel_Rarely,Operations,Very High,High,Associate,Medium,1.0,No,Excellent,High,11.0,2.0,3.0,8.0,7.0,9.0,38.5225,NJ,29.0,Divorced,12.0,Full Option Plan,5433.0,Low
721,M,36.0,Bachelors,Life Sciences,Laboratory Technician,4.0,Travel_Rarely,Operations,Low,High,Junior Associate,Medium,2.0,No,Excellent,High,15.0,4.0,3.0,3.0,1.0,3.0,23.0238,NJ,38.0,Single,11.0,No Option Plan,2013.0,High
722,F,49.0,Below College,Life Sciences,Healthcare Representative,15.0,Travel_Rarely,Operations,High,Medium,Executive,High,2.0,Yes,Excellent,Medium,30.0,3.0,3.0,11.0,2.0,12.0,37.4259,NJ,19.0,Married,19.0,Full Option Plan,13966.0,Low
723,M,36.0,Masters,Medical,Manufacturing Director,3.0,Non-Travel,Operations,Very High,Medium,Associate,High,0.0,No,Excellent,High,4.0,6.0,3.0,2.0,1.0,2.0,36.9648,NJ,34.0,Married,15.0,No Option Plan,4374.0,Low
724,M,36.0,Some College,Life Sciences,Healthcare Representative,5.0,Travel_Rarely,Operations,Very High,Very High,Associate,Low,6.0,No,Outstanding,Low,13.0,3.0,3.0,4.0,0.0,4.0,11.6844,NJ,40.0,Divorced,20.0,Full Option Plan,6842.0,Low
725,F,54.0,Doctorate,Medical,Manager,10.0,Travel_Rarely,Operations,Medium,High,Executive,High,3.0,No,Outstanding,High,36.0,6.0,3.0,8.0,4.0,7.0,35.2842,NJ,45.0,Married,25.0,Full Option Plan,17426.0,Low
726,M,43.0,Some College,Life Sciences,Research Director,14.0,Travel_Rarely,Operations,High,Medium,Executive,High,1.0,No,Outstanding,Low,14.0,3.0,3.0,10.0,6.0,11.0,31.0774,NJ,36.0,Married,24.0,Full Option Plan,17603.0,Low
727,F,38.0,Bachelors,Life Sciences,Research Scientist,13.0,Travel_Frequently,Research & Development,Very High,High,Associate,Very High,7.0,No,Excellent,Very High,19.0,4.0,4.0,11.0,2.0,9.0,27.1954,NJ,33.0,Married,15.0,Large Option Plan,4735.0,High
728,F,32.0,Bachelors,Medical,Research Scientist,9.0,Travel_Rarely,Research & Development,Very High,High,Associate,Medium,0.0,No,Excellent,High,10.0,4.0,2.0,5.0,1.0,6.0,38.6821,NY,30.0,Divorced,13.0,Large Option Plan,5470.0,High
729,M,49.0,Bachelors,Medical,Laboratory Technician,2.0,Travel_Rarely,Research & Development,Very High,High,Junior Associate,Low,4.0,Yes,Excellent,Medium,17.0,2.0,2.0,2.0,2.0,2.0,9.1607,NY,30.0,Divorced,16.0,Full Option Plan,2587.0,Low
730,F,38.0,Bachelors,Medical,Laboratory Technician,4.0,Travel_Frequently,Research & Development,Very High,Medium,Junior Associate,Medium,1.0,No,Outstanding,Medium,4.0,3.0,3.0,3.0,3.0,3.0,4.0243,NY,49.0,Single,22.0,No Option Plan,2440.0,Low
731,F,49.0,Bachelors,Life Sciences,Manager,8.0,Travel_Rarely,Research & Development,High,High,Executive,High,4.0,No,Excellent,Low,23.0,2.0,3.0,7.0,0.0,0.0,28.1489,NJ,41.0,Single,14.0,No Option Plan,15379.0,Low
732,F,36.0,Masters,Life Sciences,Healthcare Representative,3.0,Travel_Rarely,Marketing,Low,High,Associate,High,6.0,No,Excellent,Medium,10.0,2.0,2.0,2.0,0.0,2.0,25.9868,NJ,44.0,Married,14.0,Large Option Plan,5347.0,High
733,F,38.0,Some College,Medical,Laboratory Technician,0.0,Travel_Rarely,Marketing,Very High,High,Junior Associate,High,7.0,No,Excellent,Very High,7.0,5.0,2.0,0.0,0.0,0.0,27.4785,NJ,23.0,Married,19.0,Full Option Plan,3306.0,High
734,M,53.0,Masters,Medical,Healthcare Representative,4.0,Travel_Rarely,Marketing,Medium,Very High,Manager,Very High,3.0,No,Excellent,High,11.0,2.0,3.0,3.0,1.0,2.0,11.428,NJ,50.0,Married,15.0,No Option Plan,7005.0,Low
735,M,26.0,Bachelors,Medical,Laboratory Technician,7.0,Non-Travel,Marketing,Very High,High,Junior Associate,Very High,1.0,No,Outstanding,High,7.0,5.0,3.0,7.0,5.0,7.0,28.3064,NJ,36.0,Single,20.0,No Option Plan,2570.0,Low
736,M,55.0,Bachelors,Technical Degree,Research Scientist,4.0,Travel_Rarely,Marketing,Low,Medium,Junior Associate,Medium,5.0,No,Excellent,Very High,8.0,1.0,3.0,2.0,1.0,2.0,47.8213,NJ,40.0,Divorced,12.0,Full Option Plan,3537.0,Low
737,M,34.0,Some College,Medical,Laboratory Technician,15.0,Travel_Rarely,Research & Development,Medium,Medium,Associate,Very High,1.0,No,Excellent,High,15.0,3.0,4.0,10.0,4.0,13.0,48.7269,NJ,29.0,Married,14.0,Full Option Plan,3986.0,High
738,F,60.0,Masters,Medical,Healthcare Representative,1.0,Travel_Rarely,Research & Development,High,Low,Manager,Very High,3.0,No,Outstanding,High,19.0,2.0,4.0,0.0,0.0,0.0,26.8896,NJ,26.0,Divorced,20.0,Full Option Plan,10883.0,Low
739,M,33.0,Bachelors,Medical,Laboratory Technician,14.0,Travel_Rarely,Research & Development,Medium,Very High,Junior Associate,Medium,1.0,No,Excellent,Very High,14.0,6.0,3.0,11.0,2.0,13.0,43.8165,NJ,28.0,Married,18.0,Small Option Plan,2028.0,Low
740,F,34.0,Bachelors,Life Sciences,Research Scientist,10.0,Travel_Rarely,Research & Development,Medium,Medium,Junior Associate,Very High,1.0,No,Excellent,Medium,10.0,3.0,3.0,9.0,8.0,7.0,48.552,NY,33.0,Married,12.0,No Option Plan,2929.0,Low
741,M,44.0,Bachelors,Life Sciences,Healthcare Representative,8.0,Travel_Rarely,Research & Development,High,Very High,Manager,Very High,1.0,Yes,Excellent,Medium,9.0,2.0,3.0,7.0,6.0,7.0,45.1499,NJ,36.0,Married,19.0,Full Option Plan,7879.0,Low
742,M,35.0,Masters,Medical,Research Scientist,5.0,Travel_Frequently,Research & Development,Low,Medium,Junior Associate,Very High,0.0,Yes,Excellent,High,6.0,2.0,4.0,4.0,1.0,4.0,55.2854,NJ,37.0,Single,14.0,No Option Plan,4930.0,Low
743,F,24.0,Bachelors,Medical,Research Scientist,5.0,Travel_Rarely,Research & Development,High,Very High,Junior Associate,High,1.0,No,Excellent,Very High,5.0,1.0,3.0,3.0,0.0,4.0,58.263,NJ,47.0,Married,16.0,Full Option Plan,4401.0,Low
744,F,29.0,Masters,Medical,Laboratory Technician,5.0,Travel_Rarely,Research & Development,Very High,High,Junior Associate,High,9.0,No,Excellent,High,9.0,2.0,3.0,3.0,1.0,2.0,46.2792,NJ,24.0,Married,17.0,Full Option Plan,2974.0,High
745,F,45.0,Below College,Life Sciences,Healthcare Representative,23.0,Non-Travel,Research & Development,High,Medium,Manager,High,3.0,No,Outstanding,Very High,25.0,3.0,2.0,15.0,14.0,4.0,49.6827,NJ,24.0,Married,23.0,Full Option Plan,10748.0,Low
746,F,26.0,Masters,Medical,Laboratory Technician,3.0,Travel_Rarely,Research & Development,Very High,Low,Junior Associate,High,1.0,No,Excellent,High,3.0,3.0,4.0,2.0,0.0,2.0,54.2734,NJ,29.0,Married,15.0,Small Option Plan,2305.0,High
747,M,45.0,Some College,Technical Degree,Research Director,21.0,Travel_Rarely,Research & Development,Very High,Medium,Executive,Medium,1.0,No,Excellent,High,21.0,2.0,3.0,6.0,8.0,6.0,17.4797,NJ,45.0,Single,11.0,No Option Plan,16704.0,Low
748,M,32.0,Bachelors,Life Sciences,Research Scientist,5.0,Travel_Frequently,Research & Development,Low,High,Junior Associate,High,6.0,No,Excellent,Low,10.0,3.0,2.0,2.0,1.0,3.0,28.4017,NJ,40.0,Married,13.0,Full Option Plan,3433.0,Low
749,M,31.0,Masters,Life Sciences,Laboratory Technician,5.0,Travel_Rarely,Research & Development,Medium,High,Junior Associate,High,1.0,No,Excellent,Very High,6.0,2.0,4.0,2.0,0.0,3.0,56.0235,NJ,30.0,Married,14.0,Full Option Plan,3477.0,Low
750,F,40.0,Some College,Life Sciences,Manufacturing Director,1.0,Travel_Rarely,Research & Development,Medium,High,Associate,Low,2.0,Yes,Excellent,Medium,18.0,3.0,3.0,0.0,0.0,0.0,56.8916,NY,35.0,Married,16.0,Full Option Plan,6516.0,Low
751,F,24.0,Below College,Medical,Laboratory Technician,6.0,Travel_Rarely,Research & Development,Medium,High,Junior Associate,Low,1.0,No,Excellent,Medium,6.0,2.0,4.0,2.0,1.0,2.0,28.2705,NJ,27.0,Divorced,13.0,Small Option Plan,3907.0,Low
752,F,46.0,Masters,Life Sciences,Healthcare Representative,10.0,Travel_Rarely,Research & Development,High,High,Associate,Medium,6.0,No,Excellent,Very High,19.0,3.0,3.0,7.0,0.0,9.0,50.7452,NJ,27.0,Single,14.0,No Option Plan,5562.0,Low
