,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Status,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
907,greater_200,30,prior_payments_delayed,furniture,4708,100_to_500,1_to_4,4,majority,none,3,car_other,41,none,free,2,skilled,1,yes,yes,No Risk
908,no_checking,27,prior_payments_delayed,car_used,1938,100_to_500,1_to_4,3,majority,none,4,savings_insurance,40,none,own,2,management_self-employed,1,none,yes,No Risk
909,0_to_200,42,all_credits_paid_back,radio_tv,3039,500_to_1000,4_to_7,4,minority,co-applicant,4,car_other,39,bank,free,2,unemployed,1,yes,yes,Risk
910,no_checking,8,prior_payments_delayed,car_new,1233,greater_1000,1_to_4,3,majority,none,3,savings_insurance,24,none,own,2,skilled,1,yes,yes,No Risk
911,less_0,21,prior_payments_delayed,retraining,4027,greater_1000,4_to_7,4,majority,none,1,savings_insurance,35,none,own,3,skilled,1,yes,yes,No Risk
912,0_to_200,21,credits_paid_to_date,radio_tv,1988,100_to_500,4_to_7,3,majority,none,3,real_estate,43,stores,rent,1,skilled,1,yes,yes,No Risk
913,no_checking,26,prior_payments_delayed,car_used,6473,100_to_500,1_to_4,4,majority,none,3,car_other,43,none,own,2,management_self-employed,1,none,yes,No Risk
914,greater_200,31,prior_payments_delayed,business,3543,100_to_500,4_to_7,3,minority,none,3,savings_insurance,35,stores,own,1,skilled,1,none,yes,Risk
915,no_checking,31,prior_payments_delayed,vacation,6117,100_to_500,less_1,4,majority,none,3,savings_insurance,35,none,own,2,management_self-employed,1,none,yes,No Risk
916,0_to_200,6,all_credits_paid_back,car_used,250,less_100,less_1,2,majority,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
917,no_checking,29,outstanding_credit,other,6558,greater_1000,greater_7,5,minority,none,3,car_other,57,none,free,2,skilled,1,none,yes,Risk
918,greater_200,24,outstanding_credit,appliances,4193,100_to_500,4_to_7,3,majority,none,2,unknown,36,none,own,2,skilled,1,yes,yes,No Risk
919,0_to_200,22,credits_paid_to_date,retraining,3122,less_100,less_1,3,minority,none,3,real_estate,31,none,own,1,skilled,1,none,yes,Risk
920,0_to_200,16,credits_paid_to_date,car_used,3806,less_100,1_to_4,2,minority,none,1,savings_insurance,36,stores,free,1,skilled,1,none,yes,Risk
921,less_0,20,credits_paid_to_date,furniture,5682,less_100,less_1,2,minority,none,2,savings_insurance,30,none,rent,2,skilled,1,none,yes,Risk
922,no_checking,36,outstanding_credit,furniture,7339,unknown,greater_7,5,majority,co-applicant,5,unknown,52,none,free,3,skilled,2,yes,yes,No Risk
923,0_to_200,26,credits_paid_to_date,radio_tv,3346,greater_1000,4_to_7,4,majority,none,4,unknown,35,none,rent,1,skilled,2,yes,yes,No Risk
924,greater_200,28,outstanding_credit,business,3487,unknown,greater_7,4,minority,none,3,unknown,48,none,own,2,skilled,1,none,yes,Risk
925,less_0,8,all_credits_paid_back,car_new,250,less_100,unemployed,1,majority,none,1,real_estate,20,none,rent,1,skilled,1,none,yes,No Risk
926,no_checking,21,credits_paid_to_date,car_new,3863,100_to_500,1_to_4,4,majority,none,4,savings_insurance,38,none,own,1,management_self-employed,1,none,yes,No Risk
927,no_checking,28,outstanding_credit,appliances,6510,500_to_1000,4_to_7,4,majority,guarantor,4,unknown,59,stores,own,1,unskilled,1,yes,yes,No Risk
928,less_0,4,all_credits_paid_back,education,250,less_100,unemployed,1,minority,none,1,real_estate,33,bank,rent,1,unskilled,1,none,yes,Risk
929,less_0,11,prior_payments_delayed,furniture,1535,500_to_1000,1_to_4,3,minority,none,3,car_other,34,none,rent,1,skilled,1,none,yes,Risk
930,0_to_200,22,credits_paid_to_date,car_used,499,less_100,1_to_4,3,majority,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk
931,no_checking,24,prior_payments_delayed,furniture,6086,100_to_500,greater_7,4,majority,none,3,savings_insurance,50,none,own,1,skilled,1,none,yes,No Risk
932,no_checking,30,prior_payments_delayed,radio_tv,1960,500_to_1000,4_to_7,4,minority,co-applicant,4,real_estate,37,none,own,1,skilled,1,none,yes,Risk
933,less_0,20,credits_paid_to_date,furniture,4264,less_100,less_1,2,majority,none,2,car_other,25,none,own,1,skilled,1,none,yes,No Risk
934,no_checking,13,prior_payments_delayed,radio_tv,7020,100_to_500,1_to_4,3,majority,co-applicant,2,unknown,45,stores,own,1,unskilled,1,yes,yes,No Risk
935,no_checking,32,outstanding_credit,repairs,5959,500_to_1000,greater_7,5,majority,co-applicant,4,car_other,45,none,free,2,management_self-employed,1,yes,yes,No Risk
936,no_checking,25,all_credits_paid_back,retraining,3394,less_100,4_to_7,4,majority,none,2,real_estate,40,none,own,1,management_self-employed,1,yes,yes,No Risk
937,no_checking,42,outstanding_credit,appliances,7023,greater_1000,greater_7,5,majority,co-applicant,5,unknown,50,stores,own,2,unskilled,2,yes,yes,No Risk
938,greater_200,30,outstanding_credit,radio_tv,5786,500_to_1000,greater_7,5,minority,none,4,unknown,37,none,own,2,skilled,1,yes,yes,Risk
939,no_checking,25,credits_paid_to_date,business,7487,greater_1000,4_to_7,4,minority,none,2,savings_insurance,54,none,own,3,skilled,2,yes,yes,Risk
940,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,majority,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
941,less_0,32,outstanding_credit,radio_tv,2593,100_to_500,greater_7,4,majority,none,2,savings_insurance,34,bank,own,2,unemployed,1,yes,yes,No Risk
942,less_0,4,credits_paid_to_date,car_new,3543,less_100,1_to_4,2,majority,none,3,savings_insurance,24,none,rent,1,skilled,1,none,yes,No Risk
943,no_checking,41,prior_payments_delayed,business,9010,500_to_1000,1_to_4,5,majority,none,5,unknown,38,none,own,2,management_self-employed,2,yes,yes,No Risk
944,no_checking,24,outstanding_credit,business,5279,500_to_1000,4_to_7,3,majority,none,4,savings_insurance,31,none,free,1,management_self-employed,1,none,yes,No Risk
945,no_checking,28,credits_paid_to_date,car_used,8516,100_to_500,1_to_4,3,majority,none,4,unknown,40,none,own,2,skilled,1,none,yes,No Risk
946,no_checking,8,credits_paid_to_date,car_used,5577,500_to_1000,1_to_4,3,majority,none,4,savings_insurance,41,none,free,2,management_self-employed,1,none,yes,No Risk
947,0_to_200,16,prior_payments_delayed,radio_tv,2931,greater_1000,greater_7,2,majority,none,3,savings_insurance,47,none,own,2,skilled,1,yes,yes,No Risk
948,no_checking,21,credits_paid_to_date,furniture,3396,greater_1000,4_to_7,4,minority,none,3,car_other,38,none,own,1,skilled,1,yes,yes,Risk
949,0_to_200,17,credits_paid_to_date,car_used,3807,less_100,4_to_7,3,majority,none,1,savings_insurance,30,none,own,1,skilled,1,yes,yes,No Risk
950,less_0,8,all_credits_paid_back,car_new,250,less_100,1_to_4,2,minority,none,2,savings_insurance,26,none,rent,1,skilled,1,none,yes,Risk
951,no_checking,38,outstanding_credit,repairs,5668,greater_1000,greater_7,5,majority,co-applicant,4,unknown,50,none,own,2,skilled,1,yes,yes,No Risk
952,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,majority,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
953,no_checking,34,credits_paid_to_date,appliances,7968,100_to_500,greater_7,5,majority,none,5,unknown,47,none,free,2,management_self-employed,1,none,yes,No Risk
954,0_to_200,25,credits_paid_to_date,radio_tv,3009,less_100,4_to_7,3,majority,none,1,car_other,23,none,own,1,skilled,1,none,yes,No Risk
955,less_0,20,credits_paid_to_date,retraining,2354,less_100,1_to_4,3,minority,none,2,real_estate,39,none,own,2,skilled,1,none,yes,Risk
956,0_to_200,4,prior_payments_delayed,car_used,1420,less_100,4_to_7,2,minority,none,2,car_other,43,none,own,1,skilled,2,none,yes,Risk
957,no_checking,33,prior_payments_delayed,radio_tv,4729,500_to_1000,4_to_7,4,minority,none,4,car_other,45,none,own,1,skilled,1,yes,no,Risk
958,0_to_200,4,credits_paid_to_date,car_new,2761,less_100,less_1,1,majority,none,1,car_other,29,bank,rent,1,unemployed,1,none,yes,No Risk
959,0_to_200,28,credits_paid_to_date,car_used,3810,less_100,1_to_4,3,majority,none,4,savings_insurance,34,none,rent,2,management_self-employed,2,none,yes,No Risk
960,less_0,10,credits_paid_to_date,appliances,818,less_100,1_to_4,2,minority,none,1,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,Risk
961,no_checking,24,prior_payments_delayed,car_used,7523,500_to_1000,4_to_7,3,majority,none,3,car_other,42,stores,own,2,unskilled,1,none,yes,No Risk
962,less_0,19,credits_paid_to_date,car_used,3730,500_to_1000,4_to_7,3,minority,co-applicant,2,savings_insurance,25,bank,own,1,unemployed,1,yes,yes,Risk
963,no_checking,35,prior_payments_delayed,appliances,5839,500_to_1000,1_to_4,3,minority,guarantor,3,car_other,49,none,free,1,skilled,1,yes,yes,Risk
964,0_to_200,31,credits_paid_to_date,radio_tv,1098,greater_1000,4_to_7,3,majority,none,4,savings_insurance,19,stores,rent,1,unskilled,2,none,yes,No Risk
965,no_checking,25,credits_paid_to_date,furniture,5758,100_to_500,4_to_7,4,minority,none,4,unknown,38,none,free,2,management_self-employed,1,none,yes,Risk
966,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,majority,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk
967,0_to_200,17,prior_payments_delayed,car_used,3715,100_to_500,1_to_4,2,majority,none,3,savings_insurance,39,bank,own,1,unemployed,2,none,yes,No Risk
968,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,majority,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
969,0_to_200,15,prior_payments_delayed,furniture,5043,500_to_1000,greater_7,2,minority,none,3,car_other,44,stores,rent,1,skilled,1,none,yes,Risk
970,0_to_200,20,prior_payments_delayed,car_used,2113,100_to_500,1_to_4,2,majority,none,3,savings_insurance,37,bank,rent,1,unemployed,1,yes,yes,No Risk
971,no_checking,40,outstanding_credit,repairs,7183,greater_1000,greater_7,4,majority,co-applicant,3,car_other,52,none,free,2,skilled,1,yes,yes,No Risk
972,0_to_200,15,prior_payments_delayed,retraining,2497,less_100,greater_7,4,minority,none,3,car_other,24,stores,own,1,skilled,1,none,yes,Risk
973,no_checking,33,outstanding_credit,other,7634,500_to_1000,greater_7,5,majority,guarantor,4,unknown,65,none,free,2,skilled,1,yes,yes,No Risk
974,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,majority,none,2,savings_insurance,19,none,rent,1,management_self-employed,1,none,yes,No Risk
975,no_checking,33,outstanding_credit,vacation,7786,500_to_1000,greater_7,5,majority,co-applicant,5,unknown,47,none,free,2,management_self-employed,2,yes,yes,No Risk
976,0_to_200,35,credits_paid_to_date,education,467,500_to_1000,1_to_4,2,majority,co-applicant,3,savings_insurance,29,stores,own,1,skilled,1,yes,yes,No Risk
977,0_to_200,22,prior_payments_delayed,appliances,2596,greater_1000,1_to_4,3,minority,none,3,car_other,36,none,own,2,skilled,1,yes,no,Risk
978,less_0,16,prior_payments_delayed,retraining,250,less_100,less_1,2,minority,none,3,real_estate,37,none,own,1,skilled,1,none,yes,Risk
979,0_to_200,18,all_credits_paid_back,vacation,1800,500_to_1000,less_1,3,minority,none,1,real_estate,25,none,rent,1,skilled,2,none,yes,Risk
980,no_checking,32,outstanding_credit,other,5821,500_to_1000,greater_7,4,majority,none,2,car_other,37,bank,own,1,unskilled,1,none,yes,No Risk
981,no_checking,32,prior_payments_delayed,car_used,6250,unknown,4_to_7,4,majority,none,4,car_other,46,none,own,2,skilled,1,yes,yes,No Risk
982,0_to_200,17,prior_payments_delayed,car_new,1566,100_to_500,4_to_7,3,majority,none,2,car_other,19,none,own,1,skilled,1,none,yes,No Risk
983,0_to_200,16,credits_paid_to_date,appliances,1443,100_to_500,1_to_4,1,majority,none,1,savings_insurance,39,none,own,2,skilled,1,none,yes,No Risk
984,no_checking,41,outstanding_credit,appliances,7208,unknown,greater_7,6,majority,guarantor,5,unknown,74,stores,own,4,unskilled,2,yes,yes,No Risk
985,no_checking,27,prior_payments_delayed,appliances,4384,100_to_500,1_to_4,4,minority,none,2,real_estate,38,none,free,2,skilled,1,yes,yes,Risk
986,no_checking,27,prior_payments_delayed,furniture,2202,100_to_500,4_to_7,4,minority,none,3,savings_insurance,44,none,own,1,skilled,1,none,yes,Risk
987,no_checking,35,prior_payments_delayed,radio_tv,7046,500_to_1000,4_to_7,5,majority,none,4,car_other,42,none,free,2,management_self-employed,1,yes,yes,No Risk
988,less_0,9,credits_paid_to_date,car_new,250,less_100,1_to_4,2,minority,none,3,savings_insurance,19,stores,own,1,skilled,1,none,yes,Risk
989,no_checking,30,outstanding_credit,repairs,7597,500_to_1000,greater_7,4,majority,co-applicant,5,unknown,52,stores,own,2,skilled,1,yes,yes,No Risk
990,no_checking,42,prior_payments_delayed,repairs,2932,greater_1000,greater_7,4,minority,none,3,car_other,47,none,own,2,skilled,1,none,yes,Risk
991,less_0,9,prior_payments_delayed,appliances,1512,less_100,4_to_7,3,minority,none,3,car_other,33,none,own,1,skilled,1,none,yes,Risk
992,0_to_200,6,all_credits_paid_back,furniture,250,less_100,less_1,1,majority,none,1,savings_insurance,42,none,rent,1,skilled,1,none,yes,No Risk
993,0_to_200,24,credits_paid_to_date,car_new,3229,100_to_500,4_to_7,3,majority,none,4,car_other,30,none,own,1,skilled,1,none,yes,No Risk
994,no_checking,16,prior_payments_delayed,car_used,4817,100_to_500,greater_7,4,majority,none,3,car_other,42,none,own,1,skilled,1,none,yes,No Risk
995,no_checking,35,outstanding_credit,furniture,6041,unknown,4_to_7,3,majority,none,4,unknown,52,none,own,2,skilled,2,yes,yes,No Risk
996,less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,minority,none,3,savings_insurance,41,bank,rent,1,unemployed,1,none,yes,Risk
997,no_checking,34,prior_payments_delayed,vacation,6981,unknown,greater_7,5,majority,none,3,unknown,55,none,free,3,skilled,2,yes,yes,No Risk
998,0_to_200,25,credits_paid_to_date,retraining,2705,greater_1000,less_1,3,majority,none,3,real_estate,29,none,own,1,skilled,1,none,yes,No Risk
999,less_0,12,all_credits_paid_back,furniture,250,less_100,less_1,1,minority,none,2,savings_insurance,24,none,rent,1,skilled,1,none,yes,Risk
1000,no_checking,27,prior_payments_delayed,appliances,3303,100_to_500,1_to_4,4,majority,none,4,real_estate,46,none,own,2,management_self-employed,1,none,yes,No Risk
1001,0_to_200,33,prior_payments_delayed,appliances,2641,100_to_500,4_to_7,4,majority,none,3,real_estate,36,stores,own,1,unskilled,2,yes,yes,No Risk
1002,less_0,4,no_credits,car_used,250,less_100,unemployed,1,majority,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
1003,0_to_200,14,prior_payments_delayed,furniture,4140,greater_1000,4_to_7,4,majority,none,3,savings_insurance,35,none,own,3,skilled,1,none,yes,No Risk
1004,0_to_200,4,all_credits_paid_back,car_used,250,less_100,unemployed,2,majority,none,1,real_estate,20,none,rent,1,management_self-employed,1,none,yes,No Risk
1005,0_to_200,20,prior_payments_delayed,radio_tv,2400,100_to_500,greater_7,4,majority,none,4,car_other,48,none,own,1,skilled,1,none,yes,No Risk
1006,less_0,4,all_credits_paid_back,car_new,2060,less_100,less_1,1,majority,none,1,car_other,31,stores,own,1,unskilled,1,none,yes,No Risk
1007,no_checking,29,outstanding_credit,repairs,7715,500_to_1000,4_to_7,3,majority,co-applicant,4,car_other,51,none,free,2,management_self-employed,1,yes,yes,No Risk
1008,no_checking,17,credits_paid_to_date,radio_tv,2026,100_to_500,4_to_7,4,majority,none,4,real_estate,44,none,own,1,management_self-employed,1,none,yes,No Risk
1009,less_0,32,outstanding_credit,car_used,4395,100_to_500,greater_7,3,majority,none,2,car_other,41,stores,free,2,skilled,1,yes,yes,No Risk
1010,no_checking,19,all_credits_paid_back,furniture,3418,less_100,unemployed,3,majority,none,3,savings_insurance,25,none,own,1,management_self-employed,1,none,yes,No Risk
1011,no_checking,28,outstanding_credit,radio_tv,5107,unknown,greater_7,5,minority,none,3,savings_insurance,54,none,own,2,skilled,1,none,yes,Risk
1012,less_0,12,prior_payments_delayed,car_new,250,greater_1000,less_1,1,minority,none,2,real_estate,22,bank,rent,1,unemployed,1,none,yes,Risk
1013,no_checking,40,prior_payments_delayed,repairs,9282,500_to_1000,greater_7,4,majority,co-applicant,4,unknown,52,stores,own,2,unskilled,1,none,yes,No Risk
1014,no_checking,26,outstanding_credit,appliances,3194,unknown,greater_7,5,majority,none,3,car_other,36,none,own,2,skilled,1,none,yes,No Risk
1015,no_checking,30,outstanding_credit,appliances,8293,greater_1000,4_to_7,5,majority,co-applicant,4,unknown,51,none,own,2,management_self-employed,2,none,yes,No Risk
1016,0_to_200,42,prior_payments_delayed,appliances,2759,100_to_500,4_to_7,2,majority,none,3,savings_insurance,30,stores,own,1,skilled,1,none,yes,No Risk
1017,no_checking,27,outstanding_credit,appliances,7167,500_to_1000,4_to_7,4,majority,none,5,unknown,59,none,own,2,skilled,2,yes,yes,No Risk
1018,no_checking,8,credits_paid_to_date,car_new,4222,500_to_1000,1_to_4,3,minority,none,4,car_other,36,none,own,2,skilled,1,none,yes,Risk
1019,less_0,30,outstanding_credit,business,4765,100_to_500,4_to_7,4,majority,none,3,savings_insurance,35,none,rent,2,skilled,1,none,yes,No Risk
1020,no_checking,17,credits_paid_to_date,retraining,5542,greater_1000,less_1,3,majority,none,3,savings_insurance,29,none,own,1,management_self-employed,1,none,yes,No Risk
1021,0_to_200,18,credits_paid_to_date,car_used,1768,less_100,1_to_4,1,majority,none,3,car_other,28,none,own,1,skilled,1,none,yes,No Risk
1022,less_0,4,credits_paid_to_date,education,250,less_100,unemployed,1,minority,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
1023,less_0,16,credits_paid_to_date,car_new,4081,100_to_500,1_to_4,2,majority,none,1,real_estate,39,stores,own,3,skilled,1,none,yes,No Risk
1024,0_to_200,13,credits_paid_to_date,furniture,250,500_to_1000,4_to_7,3,majority,none,2,real_estate,26,none,rent,1,skilled,1,none,yes,No Risk
1025,0_to_200,19,no_credits,car_used,1164,less_100,1_to_4,3,minority,none,2,real_estate,32,none,rent,1,skilled,1,none,yes,Risk
1026,greater_200,8,credits_paid_to_date,car_new,1637,less_100,less_1,3,minority,none,2,savings_insurance,27,none,rent,1,skilled,1,none,yes,Risk
1027,0_to_200,24,outstanding_credit,business,3119,100_to_500,greater_7,4,majority,none,4,unknown,41,none,own,2,skilled,1,none,yes,No Risk
1028,0_to_200,4,prior_payments_delayed,car_used,3365,less_100,1_to_4,2,majority,co-applicant,3,savings_insurance,43,none,own,1,skilled,1,none,no,No Risk
1029,no_checking,33,all_credits_paid_back,radio_tv,4574,100_to_500,4_to_7,4,majority,none,4,savings_insurance,43,none,own,1,management_self-employed,2,none,yes,No Risk
1030,no_checking,11,prior_payments_delayed,radio_tv,1353,100_to_500,1_to_4,2,majority,none,3,savings_insurance,45,bank,rent,1,unskilled,1,none,yes,No Risk
1031,less_0,16,credits_paid_to_date,furniture,2618,500_to_1000,4_to_7,3,minority,none,2,savings_insurance,32,bank,rent,2,unemployed,1,none,yes,Risk
1032,0_to_200,17,credits_paid_to_date,furniture,250,less_100,4_to_7,3,minority,co-applicant,3,savings_insurance,52,stores,own,1,unskilled,1,yes,yes,Risk
1033,less_0,25,credits_paid_to_date,car_new,2783,less_100,less_1,3,majority,none,3,savings_insurance,22,none,rent,1,skilled,1,none,yes,No Risk
1034,0_to_200,14,credits_paid_to_date,vacation,724,less_100,4_to_7,3,majority,co-applicant,2,savings_insurance,46,stores,own,1,unskilled,1,yes,yes,No Risk
